기업명,직무,주요 업무,자격 요건,우대 사항
(주)슬로그업,프로덕트 매니저(PM),"슬로그업의 개발 문화를 먼저 소개할게요.
슬로거들은 ‘불확실한 가설과 위험은 마지막보다 초기에 대응한다’는 마음으로
PM, 디자이너, 개발자 등 모든 구성원이 팀 단위로 프로덕트를 정의하고 설계해나가요.

이중 프로덕트 매니저(PM)는 다음과 같은 업무를 담당해요.

- 프로덕트를 위한 시장 분석, 비지니스 이해와 도메인 설계
- 프로덕트 고객에 대한 이해와 유입방안 마련
- 내/외부 이해관계자와의 커뮤니케이션 담당
- 데이터 분석을 기반으로 한 의사결정
- 비지니스의 높은 이해도를 바탕으로한 의사결정 및 정책설정
- 자신의 프로덕트의 에반젤리스트 역할담당
- 프로덕트 오너(PO)로써의 스케쥴링, Risk 관리 업무 포함","슬로그업에서 PM 롤을 수행하기 위해선 아래와 같은 요건이 필요해요.

- 4년 이상 IT기업에서 PO or PM 경험을 보유 하신 분
- 5개 이상의 IT 기반 플랫폼 프로젝트 PO or PM 진행 경력 or 창업 경험이 있으신 분
- 논리적인 커뮤니케이션 능력을 보유한 분
- 문제는 해결하면 된다는 마인드를 갖고 문제를 회피하지 않는 분
- 다양한 툴 사용 및 적용 / 적응 능력이 있으신 분","우대사항은 필수는 아니지만, 아래와 같은 요건을 경험해보신 분은 저희와 핏이 잘 맞을 거예요.

또 아래와 같은 요건을 강화하고 싶으신 분도, 적극 환영 합니다.

- 창업 경험이 있거나 주도적으로 프로젝트를 진행해본 경험이 있으신 분
- 기본적인 컴퓨터 사이언스 지식을 갖추신 분
- 피그마와 같은 툴을 활용해 자신의 생각을 객관적으로 표현할 수 있는 분
- 데이터 분석 능력을 보유한 분
- 비지니스 분석 능력을 보유한 분
- 리더십이 우수한 분"
(주)핏펫,재무팀_원가 및 세무 담당자,#NAME?,"- 6년 이하의 원가결산 경험을 보유하신 분
- 재무업무에 필요한 재무/세무 지식을 보유하신 분
- 엑셀, 스프레드시트를 능숙하게 사용 가능하신 분
- 집중력 있고 꼼꼼한 성격을 보유하신 분","- 상경계열(경영, 회계, 세무) 전공하신 분
- ERP 도입 및 RPA 등 로직구축 경험을 보유하신 분
- 회계, 세무 관련 자격증 보유하신 분
- 더존 I CUBE 사용경험이 있으신 분
- notion, slack 등 다양한 업무 tool 이용 경험이 있으신 분
- 스타트업 혹은 B2C 업종에서 업무 경험이 있으신 분
- 100인 이상 회사에서 업무 경험이 있으신 분"
(주)슬로그업,백엔드 프로덕트 엔지니어,"슬로그업의 개발 문화를 먼저 소개할게요.
슬로거들은 ‘불확실한 가설과 위험은 마지막보다 초기에 대응한다’는 마음으로
PM, 디자이너, 개발자 등 모든 구성원이 팀 단위로 프로덕트를 정의하고 설계해나가요.

이중 백엔드 프로덕트 엔지니어는 다음과 같은 업무를 담당해요.

- 개발하는 제품과 기능에 대해서 왜 개발을 하는지 이해
- 아이디어 단계부터 참여하여 창의적이고 효율적인 방향을 제시
- 최소의 개발로 최대한 효과를 낼 수 있는 방안을 제시
- PM, 프로덕트 디자이너와 협업하여 기능 구현이 아닌 문제를 해결
- 가설검증 단계 시 매우 빠른 속도로 프로토타입을 구축
- 검증된 목표를 효율적이고 확장성 있는 설계로 개발
- 지속적으로 기술을 학습하고 비지니스 적인 부분을 고려하여 유연하게 제품에 적용
- 높은 신뢰 수준의 약속을 할 수 있는 일정산정 역량","슬로그업에서 백엔드 프로덕트 엔지니어 롤을 수행하기 위해선 아래와 같은 요건이 필요해요.

또한 해당 요건의 업무능력 강화를 위한 교육이 마련되어 있어요.

- 2년 이상의 프로덕트 개발 경험이 있거나 그에 준하는 실력이 있으신 분
- 효과적인 데이터베이스 설계가 가능하신분
- Node.js / Nest Framework 사용이 가능하거나 새로운 언어 학습에 부담이 없으신 분
- Rest API 설계가 가능하신 분","우대사항은 필수는 아니지만, 아래와 같은 요건을 경험해보신 분은 저희와 핏이 잘 맞을 거예요.

또 아래와 같은 요건을 강화하고 싶으신 분도, 적극 환영 합니다.

- 비지니스의 이해도가 높으며 해당 목표들을 구현 할 수 있는 분
- 2년 이상의 프로덕트 개발 경험이 있거나 그에 준하는 실력이 있으신 분
- 목표 달성을 위해 구현이 아닌 문제해결을 할 수 있는 분
- 디자이너, PM과 협업 및 커뮤니케이션을 무리없이 할 수 있는 분
- 프로덕트 A-Z까지 전체 싸이클 경험이 있으신 분
- 리더십이 있으신 분
- 소규모 스타트업에서 큰 역할을 감당했던 경험이 있으신 분
- 성능 최적화에 대한 이해도과 기술이 있으신 분
- TDD / BDD 기반 개발이 가능하신 분"
(주)셀바스에이아이,웹 프론트 개발(음성인식 솔루션),"? 인공지능 전문기업 셀바스AI에서 웹 백엔드 개발 인재를 모집합니다.

주요업무
? 업무: 음성인식 활용 서비스 서버 개발
음성인식 솔루션 및 음성인식 기반 제품(Selvy Note)","? 웹 서비스 프론트 개발 실무 경험을 4년 이상 보유하신 분
? HTML, CSS, JS 사용이 가능하신 분
? 전자정부프레임워크 사용을 경험하신 분 (또는 Spring Boot)
? RDBMS, Restful API 연동 개발을 경험하신 분","? Front Framework(vue.js, react.js, angular.js) 사용을 경험하신 분
? C++ 언어에 대한 이해가 있으신 분"
(주)셀바스에이아이,음성인식 솔루션 서버 개발,"? 인공지능 전문기업 셀바스AI에서 웹 백엔드 개발 인재를 모집합니다.

주요업무
? 업무: 음성인식 서버 솔루션 개발 및 기술지원","? C / C++, Java 프로그램 개발이 가능하신 분
? Network/Socket 프로그램 개발이 가능하신 분
? 멀티 프로세스/멀티쓰레드 데몬 개발이 가능하신 분
? Shell 프로그램 개발이 가능하신 분
? Linux / Windows 기반 프로그램 개발이 가능하신 분","? MySQL 등 DB 프로그램 경험이 있으신 분
? PL 경험을 보유하신 분"
(주)셀바스에이아이,Android 개발자,"? 인공지능 전문기업 셀바스AI에서 웹 백엔드 개발 인재를 모집합니다.

주요업무
? 자동차 전장 SW 개발","? Android 개발이 능숙하신 분 (Kotlin / Java)
? JNI, NDK 개발을 경험해보신 분","? 차량 전장 관련 개발을 경험해보신 분
? Compose를 경험해보신 분
? Jenkins를 경험해보신 분
? Android 자동화 테스트를 경험해보신 분"
(주)큐비스트,뷰티디바이스 '컨텐츠 마케터',"광고 영상/이미지 제작 및 기획
이벤트 기획 및 운영
공식 SNS 채널 운영
상세페이지 기획
인플루언서 및 컨텐츠 바이럴 기획","경력 : 신입. 경력
학력 : 무관","제품 촬영을 해본적이 있던 분
마케팅 경험이 있으신 분
SNS 활성화 경험이 있으신 분
쇼핑을 좋아하시는 분

>>업무경력 3년이상"
(주)프레인글로벌,재무/회계담당자 경력,"? 매출 발행 및 예산관리
? 비용정산 및 전표입력
? 제품/상품 재고관리
? 부가세 및 원천세 세무신고
? 손익 마감 및 분석
? 외부감사 지원 업무",? 해당 경력 5년 이상,"? 초대졸 또는 동등학력 소지자
? 관련학과 전공자이신 분 (회계/세무/경영)
? 제품/상품 원가 경력이 있으신 분
? 이커머스 업무 또는 엔터테인먼트 경험이 있으신 분
? 더존 아이큐브를 능숙하게 다룰 줄 아시는 분
? 성실하고 꼼꼼한 업무태도를 가지신 분
? 자기계발에 목표가 뚜렷하신 분"
(주)디에이치펌프서비스,산업용펌프 정비 인력,"산업용펌프 정비 업무

스킬 : AutoCAD","학력 : 고졸이상
경력 : 경력 10년이상~",유관업무 경험자
(주)이파피루스,C++개발자 모집,C++/C 기반의 전자문서 관련 모듈 및 소프트웨어 개발,"1. 관련 경력 10년 이상
2. C++/C 개발 경험자
3. 형상관리(Git,SVN) 사용 경험자
4. 영어 텍스트 소통 가능자","1. 다양한 개발 경험자 우대
- C++/C 다양한 라이브러리 연계, GUI 어플리케이션 개발, PDF 파일 분석, Windows/Linux 환경 개발, QT Framework 개발
2. 개발 환경 경험자 우대
- 빌드 자동화(Jenkins 외) 활용 경험자, Docker 활용 경험자
3. 영문 비지니스 회화/영어 작문 가능자 우대"
(주)이파피루스,솔루션 영업 담당자,#NAME?,"- 경력 2년이상
- 솔루션 기술 영업 가능자",#NAME?
(주)마인드리퍼블릭,그래픽 디자이너 모집 (경력 1년이상),"VA/ DA 등 웹 지면용 광고 소재 디자인 제작
뷰티 브랜드 플로나의 비주얼 아이덴티티 기획 및 디자인
제품 패키지 및 마케팅 콘텐츠 디자인 등 브랜드 경험 디자인 전반
마인드리퍼블릭 브랜딩을 위한 디자인 프로젝트 - 상품 및 사업 제안서 제작
마케팅 서비스와 연결된 외부 브랜딩을 위한 프로젝트 진행","Photoshop, Illustrator, InDesign 등의 디자인 툴 활용에 능숙한 분
관련 업무 2년 이상 경력이 있는 분
자유로움 속 비즈니스 매너, 피드백에 열린 자세, 팀워크를 발휘할 수 있는 분
디자인 및 기획 단계에 적극적으로 의견을 내고 표현할 수 있는 분
업무의 우선순위를 갖고 속도감 있게 성과를 만들어낼 수 있는 분",
(주)워즈코퍼레이션,Larry Clark 의류 디자이너,"Larry Clark 디자인 컨셉 및 상품 기획 제안
디자인 스케치 및 작업 지시서 작성 (우븐/다이마루/니트)
콜라보 기획 및 디자인
샘플 및 생산 핸들링","스트릿 문화와 브랜드에 대한 높은 이해도를 보유하신 분 (포트폴리오 제출 필수)
Adobe Photoshop, Illustrator 등 디자인 툴 활용 능숙하신 분
자사 브랜드에 관심이 많으신 분
패션 및 트렌드에 관심이 많으신 분",
(주)샵라이브코리아,B2B Marketing (Korea) - 5년 이상,"자사 솔루션의 타켓 층 이해를 통한 B2B마케팅 수행 (owned media / paid media)
신제품 출시 등에 따른 마케팅 플랜 및 내러티브 개발
다양한 파트너와의 협업을 통한 성공적인 프로젝트 진행
온/ 오프라인 이벤트 기획 및 수행","5년 이상의 B2B 마케팅 성공 경험을 보유하신 분
인터널/ 익스터널 뛰어난 커뮤니케이션 스킬을 보유하신 분
남성의 경우, 군필 또는 군면제자
해외여행의 결격사유가 없는 자","위 자격조건과 더불어 PR 경험이 있으신분
Proficient in spoken and written English / Japanese"
(주)워즈코퍼레이션,Phyps(혼다라인) 의류 디자이너,"Phyps(혼다라인) 디자인 컨셉 및 상품 기획 제안
디자인 스케치 및 작업지시서 작성 (우븐 / 다이마루/니트)
콜라보 기획 및 디자인
샘플 및 생산 핸들링","캐주얼 브랜드 디자인 실무 경험자 (포트폴리오 제출 필수)
Adobe Photoshop, Illustrator 등 디자인 불 활용 능숙하신 분
자사 브랜드에 관심이 많으신 분
패션 및 트렌드에 관심이 많으신 분",
(주)워즈코퍼레이션,Tim Comix 의류 디자이너,"Tim Comix 디자인 컨셉 및 상품 기획 제안
디자인 스케치 및 작업 지시서 작성 (우븐/ 다이마루/니트)
콜라보 기획 및 디자인
샘플 및 생산 핸들링","스트릿 문화외 브랜드에 대한 높은 이해도를 보유하신 분 <포트폴리오 제출 필수)
Adobe Photoshop, Illustrator 등 디자인 툴 활용 능숙하신 분
자사 브랜드에 관심이 많으신 분
패션 및 트렌드에 관심이 많으신 분",
(주)워즈코퍼레이션,YALE 캐주얼 디자이너,"YALE 디자인 컨셉 및 상품 기획 제안
디자인 스케치 및 작업지시서 작성 (우븐/ 다이마루/니트)
온,오프라인 시장 및 트렌드 서치
샘플 및 생산 핸들링","캐주얼 브랜드 디자인 실무 경험자 (포트폴리오 제출 필수)
Adobe Photoshop, Illustrator S 디자인 툴 활용 능숙하신 분
자사 브랜드에 관심이 많으신 분
패션 및 트렌드에 관심이 많으신 분",
(주)워즈코퍼레이션,YALE 여성복 디자이너,"YALE 디자인 컨셉 및 상품 기획 제안
디자인 스케치 및 작업지시서 작성 (우븐/ 다이마루/니트)
온,오프라인 시장 및 트렌드 서치
샘플 및 생산 핸들링","캐주얼 브랜드 디자인 실무 경험자 (포트폴리오 제출 필수)
Adobe Photoshop, Illustrator S 디자인 툴 활용 능숙하신 분
자사 브랜드에 관심이 많으신 분
패션 및 트렌드에 관심이 많으신 분",
(주)피클플러스,프로덕트 디자이너 (UX/UI),"? 피클플러스 고객들을 위한 새로운 프로덕트 개발에 참여하며, 1,500만 국내 OTT 고객을 위한 'OTT 종합 플랫폼' 으로 나아가는 여정에 함께합니다.
? 현재의 피클플러스 기능과 새롭게 출시되는 기능들 간 유기적인 연결과 정렬을 조율하고 개선합니다.
? 비즈니스 목표 달성을 위한 디자인으로 팀의 성장에 직접적으로 기여합니다.
? 기획부터 출시까지 전 프로세스에 걸쳐 PO, 개발팀과 긴밀하게 협업합니다.
? Prototyping, 웹/앱 디자인, UI/UX 설계 등 고객에게 가치를 전달하는 프로덕트 제작 과정에 관여하고, 고객이 바라보는 제품의 경험을 결정합니다.","? UI/UX 디자인 실무 경력 최소 2년 이상 혹은 그에 준하는 역량을 보유하신 분
? 최신 UI 디자인 툴(Figma)에 대한 숙련도가 있는 분
? 서비스의 목표를 이해하고 그에 따른 사용자 중심의 문제해결 방법을 찾아나가실 수 있는 분
? 프로젝트를 이해하고 주도적으로 사용자 여정을 설계하여 디자인하실 수 있으신 분","? 프로덕트를 출시한 경험이나 사용자 피드백에 따른 개선 경험이 있으신 분
? PC와 Mobile, 디자인 시스템에 대한 이해가 있으신 분
? 본인의 디자인을 논리적으로 표현하고 설득할 수 있는 분
? 개발자와 소통하며 디자인을 설계한 경험이 있는 분"
(주)피클플러스,시니어 프로덕트 디자이너 (UX/UI 디자인 챕터 리드),"? 피클플러스 고객들을 위한 새로운 프로덕트 개발에 참여하여, 1,500만 국내 OTT 고객을 위한 'OTT 종합 플랫폼' 으로 나아가는 여정에 함께합니다.
? 현재의 피클플러스 기능과 새롭게 출시되는 기능들의 출시와 개선에 참여합니다.
? 비즈니스 목표 달성을 위한 디자인으로 팀의 성장에 직접적으로 기여합니다.
? 문제 정의, 가설 수립, 기획, 출시 등의 스쿼드 내 워크플로우에서 필요한 부분들을 각각 PO, 개발팀 등 동료들과 함께 긴밀히 협업합니다.
? 프로토타이핑, 웹/앱 디자인, UI 디자인, UX 설계, 고객 인터뷰 등 목적과 상황에 제일 적합한 수단을 활용하여 더 많은 고객들이 더 좋은 경험의 제품을 사용할 수 있도록 돕습니다","? UI/UX 디자인 실무 경력 최소 5년 이상 혹은 그에 준하는 역량을 보유하신 분
? 최신 UI 디자인 툴(Figma)에 대한 숙련도가 있는 분
? 서비스의 목표와 Task의 비즈니스 목적을 이해하고 그에 따른 사용자 중심의 문제 해결 방법을 시각적인 UI/UX로 풀어내실 수 있는 분","? 프로덕트를 출시한 경험이나 사용자 피드백에 따른 개선 경험이 있으신 분
? PC와 Mobile, 디자인 시스템에 대한 이해가 있으신 분
? 본인의 디자인을 논리적으로 표현하고 설득할 수 있으신 분
? 개발자, PO 등 목적 조직 내 동료들과 긴밀히 협업한 경험이 있으신 분
? 관리자 경험이 있으신 분"
(주)워즈코퍼레이션,브랜드 마케터,#NAME?,"-인하우스 브랜드 마케팅 관련 경력 2년 이상이신 분
-소셜미디어 기획 운영 등 마케팅 기획 경험이 있으신 븐
-인스타그램, 유튜브 등 소셜미디어의 다양한 채널에 관심이 있으신 분",#NAME?
(주)워즈코퍼레이션,YALE 신세계 경기점 점장,"모집부문 : 오프라인매장
1) 매출관리 업무
-매출관리 및 본사 커뮤니케이션
-월/분기별 매출관리 업무
-매출분석 및 리포팅 업무

2) 상품관리 업무
-월/분기별 재고관리 업무

3) 매장관리 업무
-전반적인 매장/스태프 관리
-매장 VM 관리
-상품판매 및 고객 응대 업무 -프로모션 행사 기획 및 관리 업무","-점장 : 경력 2년 이상이신 분 (총 매장관리 경력 4년 이상)
-리더십/ 커뮤니케이션 능력 / 팀워크 스킬이 좋으신 분
-자사 브랜드에 대한 이해도가 있으신 분",#NAME?
