section-summary,section-stack
"서버/백엔드,프론트엔드,웹풀스택",['Python']
"서버/백엔드,프론트엔드,웹풀스택","['ReactJS', 'JavaScript', 'Git', 'Node.js', 'MySQL']"
"머신러닝,인공지능(AI),데이터엔지니어","['OpenCV', 'Numpy', 'PyTorch', 'Python']"
"서버/백엔드,웹풀스택","['Vue.js', 'Git', 'Spring', 'Redis', 'MySQL', 'Java']"
데이터엔지니어,"['Python', 'MySQL', 'SQL']"
서버/백엔드,"['MyBatis', 'JSP', 'MySQL', 'Spring', 'Java']"
서버/백엔드,"['MyBatis', 'JSP', 'MySQL', 'Spring', 'Java']"
서버/백엔드,"['Laravel', 'PHP']"
"서버/백엔드,시스템/네트워크","['PHP', 'Apache HTTP Server', '.NET', 'C#']"
서버/백엔드,"['MSSQL(Microsoft SQL Server)', 'Windows Server', 'MVC', 'C#', 'ASP.NET']"
서버/백엔드,"['REST API', 'MongoDB', 'Node.js']"
"시스템/네트워크,시스템소프트웨어","['Embedded System', 'Linux']"
"프론트엔드,머신러닝,인공지능(AI)","['NLP', 'Docker', 'Java', 'Tensorflow', 'SQL', 'Python', 'JavaScript']"
"프론트엔드,안드로이드앱,아이폰앱","['Android', 'REST API', 'CSS', 'HTML', 'Node.js', 'JavaScript']"
프론트엔드,"['ES6', 'JavaScript', 'HTML5', 'CSS', 'RxJS', 'TypeScript', 'ReactJS']"
프론트엔드,"['ES6', 'JavaScript', 'HTML5', 'CSS', 'RxJS', 'TypeScript', 'ReactJS']"
웹풀스택,"['C++', 'Python', 'JavaScript']"
"서버/백엔드,프론트엔드,블록체인","['Python', 'React Native', 'Node.js']"
"서버/백엔드,프론트엔드,블록체인","['Python', 'React Native', 'Node.js']"
"머신러닝,인공지능(AI),블록체인","['Java', 'C', 'JavaScript', 'Python', 'Docker']"
서버/백엔드,"['MyBatis', 'Amazon Web Services(AWS)', 'JSP', 'Spring', 'MySQL', 'Java']"
"서버/백엔드,웹풀스택,인공지능(AI)","['Java', 'Amazon Web Services(AWS)', 'HTML5', 'JavaScript', 'Database', 'Spring Cloud']"
머신러닝,"['Deep Learning', 'Machine Learning', 'Python']"
"서버/백엔드,사물인터넷(IoT)","['MyBatis', 'Hibernate', 'GCP(Google Cloud Platform)', 'Spring', 'Java']"
"프론트엔드,웹풀스택","['AngularJS', 'Vue.js', 'ReactJS', 'jQuery', 'Node.js', 'CSS', 'HTML', 'JavaScript']"
"서버/백엔드,웹풀스택,인공지능(AI)","['Vue.js', 'AngularJS', 'jQuery', 'JavaScript', 'CSS', 'HTML', 'Node.js', 'Google Dialogflow', 'ReactJS']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['Git', 'Spring', 'Java', 'C']"
서버/백엔드,"['Git', 'MySQL', 'Node.js']"
아이폰앱,"['Firebase', 'iOS', 'Swift']"
"프론트엔드,웹풀스택","['CSS', 'HTML', 'JavaScript']"
"서버/백엔드,웹풀스택","['MSSQL(Microsoft SQL Server)', 'Oracle Forms', 'PostgreSQL', 'Azure Batch', 'Spring', 'Java']"
안드로이드앱,"['MVVM(Model-View-ViewModel)', 'Kotlin', 'Android']"
아이폰앱,"['MVVM(Model-View-ViewModel)', 'Swift']"
"서버/백엔드,웹풀스택","['SVN(Apache Subversion)', 'Git', 'JIRA', 'Apache Kafka', 'Spring Security', 'Azure Batch', 'Spring', 'Java']"
"안드로이드앱,아이폰앱","['Firebase', 'flutter']"
서버/백엔드,"['Pandas', 'Crawling', 'Node.js']"
"서버/백엔드,프론트엔드,웹풀스택","['jQuery', 'CSS', 'HTML', 'JavaScript', 'Git', 'PHP', 'MySQL']"
"머신러닝,인공지능(AI),데이터엔지니어","['R', 'Python']"
"서버/백엔드,시스템소프트웨어,블록체인","['Spring', 'JavaScript', 'C++', 'C', 'Java']"
"안드로이드앱,아이폰앱","['Kotlin', 'Java', 'Android']"
"서버/백엔드,프론트엔드,웹풀스택","['CSS3', 'HTML5', 'MySQL', 'Python', 'Node.js', 'TypeScript', 'JavaScript']"
"서버/백엔드,프론트엔드,웹풀스택","['jQuery', 'CSS', 'HTML', 'JavaScript', 'Git', 'Node.js', 'MySQL']"
"서버/백엔드,웹풀스택","['MSSQL(Microsoft SQL Server)', 'Oracle', 'PostgreSQL', 'Spring', 'Java']"
"서버/백엔드,프론트엔드,머신러닝",['Git']
안드로이드앱,"['MVVM(Model-View-ViewModel)', 'Kotlin', 'Android']"
아이폰앱,"['MVVM(Model-View-ViewModel)', 'Swift']"
"서버/백엔드,프론트엔드,머신러닝","['JavaScript', 'Python', 'Git']"
아이폰앱,"['MVVM(Model-View-ViewModel)', 'Swift']"
"서버/백엔드,프론트엔드,웹풀스택","['Ruby on Rails', 'Vue.js']"
"서버/백엔드,프론트엔드","['ES6', 'jQuery', 'ReactJS', 'Node.js', 'Java']"
"서버/백엔드,머신러닝","['Node.js', 'PHP', 'Python']"
"서버/백엔드,프론트엔드,웹풀스택","['Git', 'Docker', 'Spring', 'ES6', 'MySQL', 'Java', 'ReactJS']"
"서버/백엔드,시스템소프트웨어,응용프로그램","['sqlDB', 'GitHub', 'Git', 'REST API', 'Spring Boot', 'Spring', 'Java']"
"서버/백엔드,시스템소프트웨어,응용프로그램","['sqlDB', 'GitHub', 'Git', 'REST API', 'Spring Boot', 'Spring', 'Java']"
프론트엔드,"['MySQL', 'jQuery', 'JavaScript']"
사물인터넷(IoT),"['CAD', 'CATIA', 'Adobe Premiere', 'Adobe Photoshop', 'Adobe Illustrato', 'Arduino']"
안드로이드앱,"['Java', 'Kotlin', 'Android', 'Firebase']"
"서버/백엔드,프론트엔드,데이터엔지니어","['Node.js', 'Vue.js', 'Data visualization', 'Selenium', 'Python', 'Data Analysys']"
"서버/백엔드,프론트엔드,웹풀스택","['React Native', 'Node.js', 'Java']"
서버/백엔드,"['SQL', 'Linux', 'Spring', 'Java']"
시스템/네트워크,['Amazon Web Services(AWS)']
"서버/백엔드,웹풀스택,인터넷보안","['Elastic Stack', 'EXTJS', 'PostgreSQL', 'JavaScript', 'Git', 'Docker', 'Python', 'Django']"
"서버/백엔드,웹풀스택,인터넷보안","['Elastic Stack', 'EXTJS', 'PostgreSQL', 'JavaScript', 'Git', 'Docker', 'Python', 'Django']"
"안드로이드앱,응용프로그램","['REST API', 'Firebase', 'Java', 'Kotlin', 'Android']"
"프론트엔드,안드로이드앱,아이폰앱","['Gradle', 'Android', 'Kotlin', 'React Native', 'ES6', 'HTML', 'JavaScript']"
응용프로그램,"['C++', 'C', 'Design Pattern']"
서버/백엔드,"['SQL', 'Spring', 'Java']"
서버/백엔드,"['JavaScript', 'Node.js', 'Linux', 'SQL', 'Java']"
서버/백엔드,"['Python', 'Perl', 'Shell Script', 'MariaDB', 'MySQL']"
"프론트엔드,안드로이드앱","['JavaScript', 'HTML', 'ES6', 'React Native', 'Kotlin', 'Android', 'Gradle']"
"아이폰앱,모바일게임","['iOS', 'Swift', 'Unity', 'Objective-C']"
"안드로이드앱,모바일게임","['Unity', 'Android', 'Java', 'Kotlin']"
"서버/백엔드,웹풀스택,데이터엔지니어","['JavaScript', 'TypeScript', 'Jest', 'GCP(Google Cloud Platform)', 'GitHub', 'Git', 'MySQL', 'REST API', 'ExpressJS', 'Node.js']"
"안드로이드앱,아이폰앱","['iOS', 'Kotlin', 'Java', 'Android', 'Swift', 'Objective-C']"
아이폰앱,"['Objective-C', 'Swift', 'iOS', 'REST API']"
"서버/백엔드,웹풀스택","['Java', 'MySQL', 'Spring', 'Node.js', 'Git']"
"안드로이드앱,응용프로그램","['Android', 'Kotlin', 'Java', 'Firebase', 'REST API']"
"서버/백엔드,프론트엔드,웹풀스택","['MySQL', 'jQuery', 'PHP']"
"프론트엔드,웹풀스택","['React Native', 'CSS', 'HTML', 'JavaScript', 'ReactJS', 'Vue.js']"
안드로이드앱,"['Git', 'Android', 'Kotlin', 'Java']"
아이폰앱,"['Git', 'RxSwift', 'iOS', 'Swift']"
"모바일게임,시스템/네트워크","['Unity', 'Android', 'iOS', 'C#', 'C++']"
"서버/백엔드,모바일게임,게임서버","['JavaScript', 'Node.js', 'Git', 'Amazon Web Services(AWS)']"
안드로이드앱,['Android']
아이폰앱,"['Swift', 'iOS']"
서버/백엔드,"['Java', 'Apache Maven', 'Database', 'SQL', 'Git']"
아이폰앱,"['iOS', 'Swift', 'Objective-C']"
안드로이드앱,"['Java', 'Kotlin', 'Android']"
안드로이드앱,"['RxJava', 'Gradle', 'Java', 'Android', 'Kotlin']"
"안드로이드앱,아이폰앱","['Ionic', 'Kotlin', 'Java', 'Swift']"
안드로이드앱,['Android']
"안드로이드앱,아이폰앱","['REST API', 'Tensorflow Lite', 'Image Processing', 'FCM(Firebase Cloud Messaging)', 'WebRTC', 'Kotlin', 'Android', 'iOS', 'MVVM(Model-View-ViewModel)', 'Swift']"
"안드로이드앱,아이폰앱","['Swift', 'MVVM(Model-View-ViewModel)', 'iOS', 'Android', 'Kotlin', 'WebRTC', 'FCM(Firebase Cloud Messaging)', 'Image Processing', 'Tensorflow Lite', 'REST API']"
안드로이드앱,"['Swift', 'MVVM(Model-View-ViewModel)']"
안드로이드앱,"['Android', 'Kotlin', 'MVVM(Model-View-ViewModel)']"
안드로이드앱,"['Android', 'Kotlin', 'MVVM(Model-View-ViewModel)']"
아이폰앱,"['Swift', 'MVVM(Model-View-ViewModel)']"
안드로이드앱,"['Java', 'Android', 'Kotlin', 'RxJava']"
아이폰앱,"['Firebase', 'REST API', 'Realm', 'iOS', 'Swift', 'Objective-C']"
안드로이드앱,"['PHP', 'Firebase', 'Swift', 'Kotlin', 'Java', 'iOS', 'Android']"
프론트엔드,"['Zeplin', 'Nuxt.js', 'Next.js', 'MobX', 'Parcel', 'Webpack', 'GraphQL', 'TypeScript', 'Electron', 'Redux.js', 'ThreeJS', 'D3.js', 'ReactJS', 'Vue.js', 'JavaScript']"
아이폰앱,"['RxSwift', 'OOP', 'iOS', 'Swift']"
안드로이드앱,"['JIRA', 'Git', 'Gradle', 'Android', 'Kotlin', 'Java']"
안드로이드앱,"['Java', 'Kotlin']"
"아이폰앱,시스템소프트웨어",['iOS']
"안드로이드앱,시스템소프트웨어,응용프로그램","['Java', 'Kotlin', 'Android']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Python', 'Django', 'REST API', 'Go', 'PostgreSQL', 'MySQL', 'Redis', 'Kubernetes', 'Docker', 'Git']"
프론트엔드,"['Angular', 'ReactJS', 'Vue.js', 'ES6', 'Design Pattern']"
서버/백엔드,"['Git', 'SQL', 'REST API', 'Python', 'Spring', 'Java']"
안드로이드앱,"['Android', 'MVVM(Model-View-ViewModel)', 'Java', 'Kotlin']"
아이폰앱,"['iOS', 'Swift']"
아이폰앱,"['Swift', 'iOS']"
안드로이드앱,"['Kotlin', 'Android']"
아이폰앱,"['Swift', 'iOS']"
"프론트엔드,안드로이드앱,아이폰앱","['ReactJS', 'jQuery', 'Node.js', 'HTML', 'JavaScript']"
서버/백엔드,"['JavaScript', 'ES6', 'Node.js', 'MySQL', 'AWS S3', 'AWS EC2', 'AWS RDS']"
"서버/백엔드,안드로이드앱,아이폰앱","['MySQL', 'Django', 'Python']"
"서버/백엔드,프론트엔드,웹풀스택","['Python', 'styled-components', 'Redux-Saga', 'TypeScript', 'GraphQL']"
"프론트엔드,안드로이드앱","['Android', 'Java', 'Kotlin']"
안드로이드앱,"['Android', 'RxJava', 'Kotlin']"
아이폰앱,"['RxSwift', 'Swift', 'iOS']"
프론트엔드,['ReactJS']
"서버/백엔드,프론트엔드,웹풀스택","['Docker', 'ES6', 'JavaScript', 'Git', 'MySQL', 'Node.js', 'Python', 'Spring', 'Java']"
서버/백엔드,"['MongoDB', 'C#', '.NET', 'MSSQL(Microsoft SQL Server)']"
안드로이드앱,"['Gradle', 'Retrofit', 'Kotlin', 'Android']"
아이폰앱,"['REST API', 'Objective-C', 'Swift', 'iOS']"
안드로이드앱,"['Java', 'Android', 'Kotlin', 'Haskell', 'C#', 'Rust', 'TypeScript', 'Python']"
안드로이드앱,"['Java', 'Android', 'Kotlin', 'Haskell', 'C#', 'Rust', 'TypeScript', 'Python']"
서버/백엔드,"['Kotlin', 'PostgreSQL', 'Python']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Node.js', 'Kubernetes', 'MongoDB', 'AWS DynamoDB', 'Docker']"
"서버/백엔드,프론트엔드,블록체인","['Node.js', 'React Native', 'Python']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['C', 'Java', 'Spring', 'Git']"
"프론트엔드,웹풀스택","['JavaScript', 'HTML', 'CSS', 'Node.js', 'jQuery', 'ReactJS', 'Vue.js', 'AngularJS']"
"서버/백엔드,프론트엔드,웹풀스택","['MySQL', 'Node.js', 'Git', 'JavaScript', 'HTML', 'CSS', 'jQuery']"
"서버/백엔드,프론트엔드,웹풀스택","['MySQL', 'PHP', 'Git', 'JavaScript', 'HTML', 'CSS', 'jQuery']"
서버/백엔드,"['Laravel', 'Elasticsearch', 'PHP']"
안드로이드앱,['Android']
"프론트엔드,웹풀스택,응용프로그램","['TypeScript', 'JavaScript', 'ReactJS']"
프론트엔드,['PHP']
"프론트엔드,시스템/네트워크,시스템소프트웨어","['Linux kernel', 'Docker', 'C#', 'PHP', 'JavaScript']"
서버/백엔드,"['Docker', 'AWS S3', 'AWS EC2', 'Node.js']"
"서버/백엔드,웹풀스택,데이터엔지니어","['Spring', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['CSS', 'jQuery', 'Vue.js', 'ReactJS', 'Git', 'JavaScript']"
프론트엔드,"['Next.js', 'ReactJS', 'CSS', 'ES6', 'HTML', 'JavaScript']"
안드로이드앱,['Android']
안드로이드앱,"['Kotlin', 'Android']"
프론트엔드,"['Azure', 'MongoDB', 'Node.js', 'React Native', 'TypeScript', 'JavaScript', 'CSS', 'HTML']"
"인공지능(AI),데이터엔지니어","['JavaScript', 'C++']"
"서버/백엔드,프론트엔드,웹풀스택","['ReactJS', 'Vue.js', 'jQuery', 'CSS', 'JavaScript', 'Git', 'Spring', 'MySQL', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['jQuery', 'PHP', 'MySQL']"
"머신러닝,인공지능(AI)","['Tensorflow', 'Python', 'Django']"
프론트엔드,"['HTML', 'jQuery', 'JavaScript']"
"서버/백엔드,시스템/네트워크","['Python', 'Git', 'Docker']"
"프론트엔드,응용프로그램","['AngularJS', 'jQuery', 'JavaScript']"
"프론트엔드,안드로이드앱,응용프로그램","['Dart', 'flutter']"
프론트엔드,"['Webpack', 'ReactJS', 'Node.js', 'JavaScript']"
"시스템/네트워크,시스템소프트웨어,사물인터넷(IoT)","['Linux', 'Embedded System']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['NoSQL', 'Linux', 'JavaScript', 'Git', 'Docker', 'Node.js']"
프론트엔드,"['jQuery', 'HTML', 'ES6', 'CSS', 'JavaScript']"
"프론트엔드,아이폰앱","['REST API', 'React Native', 'Swift', 'iOS', 'JavaScript']"
"안드로이드앱,아이폰앱","['iOS', 'Android', 'React Native']"
"안드로이드앱,아이폰앱,응용프로그램",['Sketch']
프론트엔드,['ReactJS']
"프론트엔드,웹풀스택","['Webpack', 'ES6', 'Vanilla JS']"
"서버/백엔드,웹풀스택","['Django', 'Node.js', 'Java', 'Python']"
"프론트엔드,웹풀스택","['Jenkins', 'Git', 'RequireJS', 'jQuery', 'JavaScript']"
"서버/백엔드,웹풀스택,인공지능(AI)","['Spring Cloud', 'JavaScript', 'CSS3', 'HTML5', 'Amazon Web Services(AWS)', 'Java']"
"서버/백엔드,웹풀스택,데이터엔지니어","['Redis', 'MySQL', 'JavaScript', 'Node.js', 'HTML', 'ReactJS']"
서버/백엔드,"['AWS WorkSpaces', 'Git', 'Spring', 'Java']"
서버/백엔드,"['Amazon Web Services(AWS)', 'Git', 'PHP']"
안드로이드앱,"['React Native', 'MVVM(Model-View-ViewModel)', 'MVP', 'Java', 'Kotlin']"
"머신러닝,인공지능(AI)","['Deep Learning', 'Tensorflow']"
"프론트엔드,안드로이드앱,아이폰앱","['Ionic', 'React Native']"
"프론트엔드,머신러닝,데이터엔지니어","['Deep Learning', 'Machine Learning', 'Python', 'Java']"
"서버/백엔드,웹풀스택","['Spring', 'C', 'Java']"
안드로이드앱,"['Firebase', 'Android', 'RxKotlin', 'Kotlin']"
"프론트엔드,게임클라이언트","['HTML5', 'TypeScript', 'JavaScript']"
"서버/백엔드,프론트엔드,웹풀스택","['Python', 'PHP']"
"서버/백엔드,웹풀스택","['Go', 'Node.js']"
"서버/백엔드,웹풀스택","['Bottle', 'Django', 'Go', 'Python']"
"서버/백엔드,프론트엔드,응용프로그램","['REST API', 'Git', 'JavaScript', 'Spring', 'MySQL', 'Java']"
"머신러닝,인공지능(AI),데이터엔지니어","['PyTorch', 'NLP', 'Pandas', 'Keras', 'Tensorflow', 'Python']"
"서버/백엔드,웹풀스택,시스템/네트워크","['AWS Lambda', 'Kubernetes', 'GraphQL', 'Apollo Server', 'Docker', 'Git', 'JavaScript', 'MySQL', 'Ruby on Rails', 'Redis', 'Node.js']"
"시스템/네트워크,시스템소프트웨어,응용프로그램","['DSP(Digital Signal Processing)', 'C++', 'C']"
"서버/백엔드,웹풀스택","['MySQL', 'Node.js']"
"서버/백엔드,웹풀스택,데이터엔지니어","['Elastic Stack', 'MongoDB', 'Docker', 'Python', 'AWS EC2', 'Flask', 'Django']"
"프론트엔드,웹풀스택","['D3.js', 'C3.js', 'TypeScript', 'Next.js', 'JavaScript', 'Webpack', 'AWS ElasticBeanstalk', 'ReactJS']"
"머신러닝,인공지능(AI),데이터엔지니어","['Amazon Web Services(AWS)', 'NLP', 'gensim', 'Scikit-Learn', 'PyTorch', 'Tensorflow']"
"서버/백엔드,프론트엔드,웹풀스택","['HTML', 'JavaScript', 'MySQL', 'Java']"
"아이폰앱,응용프로그램","['iOS', 'Git', 'Swift']"
"서버/백엔드,안드로이드앱,아이폰앱","['Django', 'Java', 'Python', 'Docker', 'Android', 'Firebase', 'Git', 'iOS']"
서버/백엔드,"['MariaDB', 'DRF(Django REST framework)', 'Django', 'Python']"
프론트엔드,"['Webpack', 'ES6', 'Vue.js', 'CSS', 'HTML', 'JavaScript']"
"안드로이드앱,아이폰앱","['iOS', 'Android', 'flutter']"
"서버/백엔드,프론트엔드,웹풀스택","['Ruby on Rails', 'Scala', 'Python', 'Bootstrap', 'Amazon Web Services(AWS)']"
"서버/백엔드,웹풀스택,시스템/네트워크","['AWS S3', 'BitBucket', 'Git', 'Jenkins', 'Docker', 'Spring', 'Apache Maven', 'Linux', 'PHP', 'Laravel', 'Java']"
서버/백엔드,"['Netty', 'TCP/IP', 'Apache Kafka', 'Git', 'REST API', 'Spring Boot', 'RabbitMQ', 'AWS MSK', 'AWS ElastiCache', 'Redis', 'MariaDB', 'Java']"
"안드로이드앱,아이폰앱,시스템소프트웨어","['C++', 'C']"
안드로이드앱,"['C++', 'C']"
아이폰앱,['iOS']
"서버/백엔드,응용프로그램",['Windows Server']
프론트엔드,['ReactJS']
안드로이드앱,['Android']
"서버/백엔드,웹풀스택,인공지능(AI)","['PyTorch', 'Tensorflow', 'Docker', 'Git', 'JavaScript', 'Django', 'Python']"
"프론트엔드,안드로이드앱,아이폰앱",['React Native']
서버/백엔드,"['Kubernetes', 'Docker', 'RabbitMQ', 'Elasticsearch', 'Redis', 'MySQL', 'MongoDB', 'ExpressJS']"
서버/백엔드,"['NoSQL', 'Node.js']"
"서버/백엔드,시스템/네트워크,응용프로그램","['Oracle', 'MSSQL(Microsoft SQL Server)', 'MySQL', 'Java']"
"서버/백엔드,모바일게임,게임서버","['C#', 'C++']"
"모바일게임,게임클라이언트","['iOS', 'Android', 'C#']"
"서버/백엔드,머신러닝,데이터엔지니어","['Big Data', 'Data mining', 'Data Analysys', 'Elasticsearch', 'AWS DynamoDB', 'Machine Learning', 'NoSQL', 'SQL', 'Python']"
"프론트엔드,안드로이드앱,아이폰앱","['TypeScript', 'iOS', 'Android', 'ES6', 'Redux-Thunk', 'Redux.js', 'React Native', 'JavaScript']"
"서버/백엔드,웹풀스택,응용프로그램","['AWS ElasticBeanstalk', 'MariaDB', 'MySQL', 'REST API', 'GitHub', 'Data Analysys', 'Vue.js', 'MVC', 'AWS DynamoDB', 'AWS RDS', 'Laravel', 'PHP']"
"서버/백엔드,게임서버",['C++']
서버/백엔드,"['Database', 'SQL', 'Ruby on Rails']"
"서버/백엔드,머신러닝,데이터엔지니어","['SQL', 'Python', 'Spring', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['AngularJS', 'NoSQL', 'MySQL', 'Spring Boot', 'Vue.js', 'JavaScript', 'REST API', 'Java']"
안드로이드앱,"['Android', 'Kotlin']"
아이폰앱,"['Swift', 'iOS']"
안드로이드앱,"['RxJava', 'Android', 'Kotlin']"
"서버/백엔드,웹풀스택","['AWS RDS', 'AWS EC2', 'C++', 'Ubuntu', 'HTML', 'CSS', 'JavaScript', 'Node.js']"
블록체인,"['AWS RDS', 'AWS EC2', 'Ubuntu', 'HTML', 'CSS', 'C++', 'JavaScript', 'Node.js']"
프론트엔드,['ReactJS']
서버/백엔드,"['Elastic Stack', 'Java', 'Django', 'Laravel', 'PHP', 'Python']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['Node.js', 'Docker', 'Git', 'JavaScript', 'Linux', 'NoSQL']"
"프론트엔드,아이폰앱","['JavaScript', 'iOS', 'Swift', 'React Native', 'REST API']"
프론트엔드,"['Java', 'MySQL', 'Spring', 'Git', 'JavaScript', 'CSS', 'jQuery', 'Vue.js', 'ReactJS']"
"안드로이드앱,아이폰앱,응용프로그램","['Java', 'flutter', 'React Native', 'iOS', 'Android', 'Unity']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['Node.js', 'Git', 'JavaScript', 'Linux', 'NoSQL']"
"프론트엔드,아이폰앱","['JavaScript', 'iOS', 'Swift', 'React Native', 'REST API']"
"시스템/네트워크,시스템소프트웨어,사물인터넷(IoT)","['MySQL', 'Linux kernel', 'C', 'Linux', 'Embedded System']"
"게임클라이언트,게임서버,시스템소프트웨어","['JavaScript', 'C++', 'C#']"
"머신러닝,인공지능(AI),데이터엔지니어","['MySQL', 'Tensorflow', 'Python']"
"서버/백엔드,프론트엔드,웹풀스택","['MySQL', 'CSS', 'Node.js', 'Spring', 'Java']"
"안드로이드앱,아이폰앱","['Clean Architecture', 'MVVM(Model-View-ViewModel)', 'MVP', 'Kotlin', 'Java', 'iOS', 'Android']"
안드로이드앱,"['MVVM(Model-View-ViewModel)', 'Kotlin', 'Android']"
"서버/백엔드,시스템/네트워크,시스템소프트웨어","['C', 'Linux', 'Python', 'Spring', 'MySQL', 'Java']"
"시스템소프트웨어,응용프로그램","['Oracle', 'Java']"
프론트엔드,"['ES6', 'HTML', 'jQuery', 'JavaScript']"
서버/백엔드,"['Database', 'SQL', 'Ruby on Rails']"
서버/백엔드,"['Ruby on Rails', 'SQL', 'Database']"
서버/백엔드,"['Database', 'SQL', 'Ruby on Rails']"
"서버/백엔드,프론트엔드,웹풀스택","['HTML', 'Git', 'jQuery', 'JavaScript', 'Spring', 'MySQL', 'Java']"
"시스템/네트워크,시스템소프트웨어,응용프로그램","['DSP(Digital Signal Processing)', 'C++', 'C']"
프론트엔드,['ReactJS']
안드로이드앱,['Android']
"서버/백엔드,프론트엔드,시스템/네트워크","['CSS3', 'HTML5', 'ES6', 'ES5', 'JavaScript']"
"프론트엔드,웹풀스택","['ReactJS', 'C#']"
"서버/백엔드,안드로이드앱,아이폰앱","['JavaScript', 'Objective-C', 'Android', 'PHP', 'Java']"
"안드로이드앱,아이폰앱","['Unity', 'Android', 'iOS']"
"서버/백엔드,프론트엔드,웹풀스택","['NoSQL', 'Node.js', 'JavaScript']"
"서버/백엔드,프론트엔드,웹풀스택","['NoSQL', 'Node.js', 'JavaScript']"
"서버/백엔드,프론트엔드,웹풀스택","['Adobe InDesign', 'ReactJS', 'Node.js']"
"모바일게임,게임클라이언트","['C#', 'Unity']"
"서버/백엔드,웹풀스택,데이터엔지니어","['GCP(Google Cloud Platform)', 'GraphQL', 'Spring', 'MySQL', 'Node.js']"
"서버/백엔드,웹풀스택,데이터엔지니어","['Go', 'C#', 'JavaScript', 'TypeScript', 'Node.js', 'MySQL']"
"서버/백엔드,안드로이드앱,응용프로그램","['PHP', 'MySQL', 'Java']"
서버/백엔드,"['Python', 'Java']"
프론트엔드,"['EmberJS', 'HTML', 'jQuery', 'JavaScript']"
"서버/백엔드,시스템/네트워크","['AWS CloudWatch', 'AWS Lambda', 'AWS Elastic Beanstalk', 'AWS ECS', 'AWS EC2', 'Elastic Stack']"
안드로이드앱,"['Kotlin', 'Android', 'Java']"
아이폰앱,"['Swift', 'Objective-C', 'iOS']"
"서버/백엔드,안드로이드앱,아이폰앱","['JavaScript', 'Android', 'iOS', 'Python', 'Django', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['BitBucket', 'JIRA', 'Python', 'Node.js', 'ReactJS', 'Apollo Server', 'GraphQL', 'Storybook', 'Jest', 'Nuxt.js', 'Vuetify.js', 'Vue.js', 'Java']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Git', 'Docker']"
"프론트엔드,데브옵스","['jQuery', 'JavaScript']"
"안드로이드앱,시스템소프트웨어,응용프로그램","['MariaDB', 'Oracle', 'Spring', 'C#', 'DevExpress', 'Android', 'Java']"
서버/백엔드,"['ExpressJS', 'NestJS', 'MySQL', 'REST API', 'Node.js']"
아이폰앱,"['React Native', 'MVVM(Model-View-ViewModel)', 'RxSwift', 'Swift']"
안드로이드앱,"['MVVM(Model-View-ViewModel)', 'RxKotlin', 'Kotlin']"
프론트엔드,"['ReactJS', 'JavaScript', 'React Native']"
서버/백엔드,"['REST API', 'MongoDB', 'Node.js', 'JavaScript', 'Java', 'Spring']"
서버/백엔드,"['Spring', 'Java', 'JavaScript', 'Node.js', 'MongoDB', 'REST API']"
프론트엔드,"['jQuery', 'ReactJS']"
안드로이드앱,['Android']
프론트엔드,"['REST API', 'TypeScript', 'React Native']"
"서버/백엔드,프론트엔드,웹풀스택","['Python', 'Django', 'Go', 'Java']"
아이폰앱,"['iOS', 'Swift']"
"서버/백엔드,프론트엔드,웹풀스택","['Spring', 'AWS S3', 'Java']"
"서버/백엔드,프론트엔드,웹풀스택","['PHP', 'Vue.js', 'CSS', 'Python', 'JavaScript', 'HTML']"
"서버/백엔드,웹풀스택,시스템/네트워크","['Linux', 'RabbitMQ', 'Vue.js', 'Angular', 'Apache Kafka', 'Redis', 'Apache', 'Ansible', 'PostgreSQL', 'MySQL', 'ReactJS', 'JavaScript', 'NoSQL', 'Python', 'PHP', 'Java']"
"프론트엔드,웹풀스택","['TypeScript', 'ThreeJS', 'D3.js', 'Vue.js', 'ReactJS', 'Git', 'Node.js', 'AngularJS', 'CSS', 'HTML5', 'JavaScript']"
프론트엔드,"['Redux.js', 'CSS', 'jQuery', 'JavaScript', 'HTML', 'ReactJS']"
"서버/백엔드,프론트엔드,웹풀스택","['Redux.js', 'ReactJS', 'JavaScript', 'MariaDB', 'MySQL', 'Java']"
아이폰앱,"['Reactor', 'RxSwift', 'Swift', 'iOS']"
안드로이드앱,['Kotlin']
"시스템/네트워크,시스템소프트웨어,사물인터넷(IoT)","['Shell Script', 'Docker', 'Linux']"
"안드로이드앱,아이폰앱,인공지능(AI)","['Firebase', 'REST API', 'Kotlin', 'Android']"
"아이폰앱,인공지능(AI)","['Objective-C', 'REST API', 'Swift', 'iOS']"
인공지능(AI),"['PyTorch', 'Python', 'STT(Speech to Text)']"
프론트엔드,"['Angular', 'Vue.js', 'ReactJS', 'CSS', 'JavaScript']"
